PLANETE_1,ASPECT,PLANETE_2,SCORE,INTERPRETATION,IDENTITE,FAMILLE,MA_MERE,MA_PERE,GRANDS_AXES,COMMENT_GERER,AMOUR_STYLE,AMOUR_COUPLE,AMOUR_PARTENAIRE_FEMME,AMOUR_PARTENAIRE_HOMME,AMOUR_INTIMITE,KARMIQUE
maitre_desc,trigone/sextile,mars,3,"Précieux pour ne pas s'oublier en relation. Permet de s'affirmer et poser ses limites avec douceur. Attire des personnes qui savent s'affirmer, dynamiques, sûres d'elles. Besoin que les relations bougent, ne soient pas routinières. Capacité à être soi sans toujours s'adapter ou se nier. Facilite le lien aux hommes. Pour une femme : aime les hommes virils, dynamiques, sûrs d'eux. Favorise les amitiés masculines dans une ambiance fraternelle. Pour un homme : capacité à trouver des compromis en relation.","Capacité à être soi en relation sans s'oublier ni se nier. Attire des personnes dynamiques, affirmées, qui savent ce qu'elles veulent. Affirme ses opinions et convictions avec intelligence relationnelle. Relations qu'il faut garder vivantes, dynamiques et non routinières. Facilite le lien aux hommes et les amitiés masculines.",Mars représente un frère si présent dans la famille. Facilite les liens fraternels dans la construction de soi. Pour un homme : amis hommes comme frères dans une fraternité. Famille ayant transmis une image masculine positive et affirmée. Héritage d'une aisance dans les relations avec les personnages masculins.,,,Maître DC-Mars : s'affirmer sans heurter comme art de la relation. Développer l'intelligence relationnelle pour poser ses limites en douceur. Partager des activités dynamiques dans les relations pour les nourrir. Aspect soutenant si difficultés d'affirmation dans le reste du thème. La dynamique et l'énergie comme base des relations épanouissantes.,,,,,,,
maitre_desc,trigone/sextile,jupiter,3,"Capacité à prendre sa place vis-à-vis de l'autre. Délimite son territoire et sa valeur avec bonne intelligence. Désamorce les situations par le rire et l'optimisme. Attire des personnes intelligentes, charismatiques, admirables. Beaucoup de joie et de facilités dans les relations. Partage de découvertes intellectuelles, spirituelles, voyages. Besoin d'apprendre au contact de l'autre. Rencontre des bonnes personnes au bon moment. Chance dans les relations comme opportunités.","Prise de place naturelle et joyeuse dans les relations. Attire des personnes intelligentes, charismatiques, à admirer. Beaucoup de joie, de bonne humeur et de légèreté en relation. Besoin d'apprendre et de s'enrichir mutuellement dans les liens. Chance dans les rencontres : les bonnes personnes arrivent au bon moment.",Famille ayant appris à créer et entretenir des liens enrichissants. Héritage d'une vision des relations comme espace de partage et croissance. Parents ayant peut-être une vie sociale active et stimulante. Apprentissage que les relations se cultivent avec joie et générosité. Image familiale d'une ouverture chaleureuse aux autres.,,,"Maître DC-Jupiter : les relations comme espace de croissance et de chance. Partager des moments de joie, repas, voyages pour nourrir les liens. Peut rencontrer des mentors ou personnes qui marquent le parcours. Vision optimiste des relations comme atout relationnel majeur. Aspects professionnels enrichis par des rencontres bienveillantes.",,,,,,,
maitre_desc,trigone/sextile,saturne,3,"Besoin de durabilité en amour : fidélité, loyauté, construction long terme. Peu sociable mais maintient les relations dans le temps. Amitiés de longue date, relations durables. Favorise la construction de couple : engagement, famille, foyer, achat immobilier. La relation demande des efforts, de la maturité et du respect. Résout les conflits avec maturité. Besoin de partenaires solides, matures, sécurisants. Légère demande au partenaire de jouer un rôle parental positif.","Fidélité, loyauté et durabilité comme fondements des relations. Construction de couple valorisée : engagement, famille, foyer. Résout les conflits avec maturité et sens des responsabilités. Besoin de partenaires solides, matures et sécurisants. Relations peu nombreuses mais solides sur la durée.",Héritage relationnel positif de la famille (bons côtés du couple parental). Famille transmettant la valeur de la durabilité et de l'engagement. Image du couple comme institution solide à construire dans le temps. Parents ayant eu des points d'entente durables transmis inconsciemment. Modèle de relation sérieuse et stable intégré dans l'enfance.,,,Maître DC-Saturne : la durabilité comme valeur fondamentale en relation. Grandir ensemble dans le couple comme idéal relationnel. Partenaire qui doit avoir sérieux et maturité comme critères essentiels. Favorise les couples solides et les engagements long terme. Demande parfois de la légèreté pour équilibrer le sérieux relationnel.,,,,,,,
maitre_desc,trigone/sextile,uranus,3,"Favorise la liberté relationnelle. Besoin viscéral de liberté et d'indépendance dans les relations. Attire des partenaires différents, atypiques, très intelligents. Notion amicale importante dans la relation amoureuse. Favorise les amitiés, groupes et réseaux amicaux stimulants. Besoin de complicité et d'échange intellectuel avec le partenaire. Si l'autre ne pique pas la curiosité : peu d'intérêt. Goût pour les formes de couple atypiques (habitats séparés, etc.).","Liberté et indépendance comme fondements des relations. Attire des partenaires différents, intelligents et vifs d'esprit. La complicité amicale et intellectuelle avant tout dans l'amour. Goût pour les formes de couple atypiques et non conventionnelles. Fascination nécessaire pour ressentir un intérêt affectif fort.",Famille ayant transmis des valeurs d'indépendance et de liberté affective. Héritage d'une vision du couple qui respecte la liberté de chacun. Apprentissage de l'autonomie affective dans l'environnement familial. Image familiale d'un couple qui permet à chacun d'être soi. Modèle d'amour libre et intelligent intégré depuis l'enfance.,,,Maître DC-Uranus : la liberté comme condition de l'amour vrai. Maintenir sa liberté intérieure même dans les relations engagées. Ne pas se conformer pour plaire à l'autre : risque de souffrance. Partager des projets professionnels ou associatifs avec le partenaire. Amitiés de groupes et réseaux comme nourriture relationnelle.,,,,,,,
maitre_desc,trigone/sextile,neptune,3,"Facilite l'amour et la construction du sentiment amoureux. Aime les amours forts, le romantisme, l'abandon émotionnel. Recherche des partenaires sensibles, doux, empathiques. Capacité de ressentir fortement les êtres et leurs émotions. Sensation de se comprendre sans se parler dans le couple. Amitiés fusionnelles comme si les âmes se connaissaient. Goût pour le romantisme, les surprises, les instants intimes. Grand cœur pour les autres, beaucoup d'amour à donner.","Amours forts, romantiques et profondément fusionnels (sans excès). Empathie et compréhension intuitive des émotions du partenaire. Sensation de se comprendre sans parler dans les relations profondes. Grand cœur, beaucoup d'amour à donner et à recevoir. Amitiés vécues comme des liens d'âmes, profonds et sincères.",Famille ayant transmis une vision de l'amour comme lien d'âme. Héritage d'une sensibilité et d'une affection dans le foyer d'origine. La tendresse et la douceur familiale comme modèle à reproduire. Image parentale d'un amour fort et romantique transmise. Apprentissage que le lien affectif est une ressource fondamentale.,,,Maître DC-Neptune : l'amour romantique et fusionnel comme idéal. Besoin de zones de romantisme dans le couple pour l'entretenir. Le partage émotionnel comme fondement des liens profonds. Intelligence émotionnelle et ressenti intuitif comme atouts relationnels. Soutient la création de liens profonds si difficultés ailleurs dans le thème.,,,,,,,
maitre_desc,trigone/sextile,pluton,4,"Besoin de relations intenses, passionnelles, profondes et vibrantes. La passion n'a pas besoin de souffrances pour exister ici. Besoin de partenaires profonds, perspicaces, mystérieux. Désir d'une relation un peu exclusive. Reste maître de soi en relation : ne se laisse pas dominer. Sensation d'évolution mutuelle dans les liens comme moteur. Si stagnation, ennui possible. Besoin que l'autre ait des convictions et sache parler de ses désirs. Partage ésotérique et psychologique comme enrichissement relationnel.","Besoin de relations intenses, passionnelles et profondes. La passion naturelle sans souffrance ni conflit pour exister. Reste maître de soi : ne se laisse pas dominer en relation. Besoin d'évolution mutuelle dans le lien pour le maintenir vivant. Partage ésotérique et psychologique comme richesse dans le couple.","Famille transmettant que les relations doivent avoir de la profondeur. Héritage d'une vision de l'amour comme connexion d'âmes puissante. Modèle relationnel familial de profondeur, fidélité et intensité. Image parentale d'un amour qui transforme et fait grandir. Apprentissage que la superficialité ne nourrit pas les liens.",,,Maître DC-Pluton : l'intensité comme art de la relation épanouissante. La puissance de l'autre comme critère d'attraction essentiel. Partager l'ésotérisme et la psychologie comme enrichissement mutuel. Chercher l'évolution et la transformation dans chaque relation. Capacité à délimiter son territoire et ses besoins en relation.,,,,,,,
maitre_fdc,trigone/sextile,soleil,3,"Cohésion entre identité profonde et famille d'origine. La famille a participé à la construction identitaire positive. On a pu ressentir une lumière et un épanouissement dans la famille. Transmission de valeurs, d'esprit créatif et de fierté. Le parent représenté par le maître du FDC vu comme chaleureux et généreux. Ont pu nous valoriser et aider à développer confiance et fierté. L'épanouissement dans le cercle familial comme besoin sans fusion.",,Cohésion positive entre identité et origines familiales. La famille a reconnu et soutenu le développement identitaire. Épanouissement possible dans la cellule familiale d'origine. Fierté transmise comme socle de confiance en soi. Juste distance avec la famille d'origine : ni fusion ni rejet.,"Parent représenté chaleureux, généreux, lumineux et créatif. Il/elle nous a reconnu(e), valorisé(e) et aidé à nous construire. Bonne entente possible entre les deux parents sur certains plans. Parent aidant à développer fierté et confiance en soi. Image parentale positive et rayonnante transmise.","Parent représenté chaleureux, généreux, lumineux et créatif. Il/elle nous a reconnu(e), valorisé(e) et aidé à nous construire. . Parent aidant à développer fierté et confiance en soi. Image parentale positive et rayonnante transmise.",Maître FDC-Soleil : la famille comme socle de l'épanouissement. Besoin que la famille que l'on construit nous ressemble et respecte nos valeurs. Capacité à tirer le meilleur de son entourage sans fusion. Passer de bons moments familiaux comme ressource de bien-être. Transmetti la lumière reçue dans la famille à sa propre famille.,,,,,,,
maitre_fdc,trigone/sextile,lune,3,"Vécu familial bienveillant, intime, rassurant et protecteur. Famille aimante, sensible, à l'écoute, sécurisante. Expression des émotions facilitée dans la famille. Plus connecté(e) à soi-même et à ses ressentis grâce aux bases reçues. Foyer important, intimité valorisée, besoin de sécurité. Le parent représenté vu comme maternant, doux, empathique. Le père (si représenté) avait une douceur un peu maternelle. Bonne entente entre les parents sur certains plans.",,"Foyer d'origine bienveillant, intime, rassurant et aimant. Expression des émotions permise et encouragée dans la famille. Connexion à soi-même facilitée par les bases émotionnelles reçues. Besoin de se construire sa propre famille comme bulle protectrice. Foyer important comme source de sécurité et de ressourcement.","Parent représenté maternant, doux, empathique et compréhensif. Il/elle savait écouter nos ressentis et nous comprendre. Image parentale douce transmettant la sensibilité et l'écoute. Héritage d'une famille comme refuge émotionnel sécurisant.","Parent représenté maternant, doux, empathique et compréhensif. Il/elle savait écouter nos ressentis et nous comprendre. Bonne entente entre les parents sur certains aspects émotionnels. Image parentale douce transmettant la sensibilité et l'écoute. Héritage d'une famille comme refuge émotionnel sécurisant. ",Maître FDC-Lune : le foyer comme temple émotionnel. Préserver la vie intime et ne pas la mélanger avec le professionnel. Besoin d'un environnement quotidien apaisant pour s'épanouir. Trouver un partenaire comprenant intimement ses ressentis. Emotions comme boussole pour toutes les décisions importantes.,,,,,,,
maitre_fdc,trigone/sextile,mercure,3,"Famille valorisant l'intelligence et les qualités cognitives. Facilité de communication dans la famille, échanges positifs. Zones de facilité dans la relation avec la famille d'origine. Échanges et discussions possibles dans le foyer familial. Fratrie ou membre de la fratrie important dans la construction. Le parent représenté vu comme intelligent, vif, comique et complice. Qualités d'écriture, de théâtre, de langage développables. Famille favorisant les études et l'apprentissage.",,"Famille valorisant l'intelligence et la communication. Facilité d'échange et de dialogue dans le foyer familial. Apprentissage de la complicité par la parole et le partage d'idées. Parent représenté intelligent, drôle, et avec qui une belle complicité. Qualités intellectuelles encouragées et développables depuis l'enfance.","Parent représenté intelligent, vif d'esprit, drôle et complice. Bonne entente et complicité avec ce parent dans l'enfance. Fratrie ou membre de la fratrie ayant un lien positif avec la famille. Héritage d'une communication aisée et bienveillante dans le foyer. Famille ouvrant à l'écriture, le dessin, le goût des études.","Parent représenté intelligent, vif d'esprit, drôle et complice. Bonne entente et complicité avec ce parent dans l'enfance. Fratrie ou membre de la fratrie ayant un lien positif avec la famille. Héritage d'une communication aisée et bienveillante dans le foyer. Famille ouvrant à l'écriture, le dessin, le goût des études.",Maître FDC-Mercure : la communication comme ciment familial. Veiller à maintenir l'échange et la complicité dans sa famille créée. Développer les qualités intellectuelles héritées et les transmettre. La légèreté et l'humour comme piliers de la vie familiale à venir. Récupérer les apprentissages familiaux pour les amplifier à l'âge adulte.,,,,,,,
maitre_fdc,trigone/sextile,vénus,3,"Lien affectif avec la famille d'origine, expression des sentiments. Douceur émanant du foyer, affection partagée. La famille a contribué à construire la vision de l'amour. Parent représenté (mère) : lien mère-fille ou mère-fils important, valorisation du féminin. Parent représenté (père) : lien affectif, douceur et équilibre du père. Sœur possible avec qui un lien bienveillant dans la famille. La famille désirait l'enfant, en particulier si fille. Futur foyer beau, harmonieux et décoré comme besoin.",,"Douceur et affection dans le foyer d'origine transmises. La famille a construit une vision positive de l'amour. Parent représenté doux, équilibré, affectueux dans son rôle. Soutien du développement féminin si femme (lien mère-fille valorisant). Besoin de créer un foyer beau, décoré et harmonieux à l'âge adulte.","Parent représenté doux, bienveillant, affectueux et équilibré. Il/elle exprimait de l'amour et de la tendresse naturellement. Lien de complicité possible entre nous et ce parent. La famille désirait activement l'enfant, valorisait sa venue. Héritage d'une vision de l'amour comme douceur et bienveillance.","Parent représenté doux, bienveillant, affectueux et équilibré. Il/elle exprimait de l'amour et de la tendresse naturellement. Lien de complicité possible entre nous et ce parent. La famille désirait activement l'enfant, valorisait sa venue. Héritage d'une vision de l'amour comme douceur et bienveillance.","Maître FDC-Vénus : le foyer comme espace de beauté et d'amour. Construire un foyer harmonieux, beau, où on se sent bien comme priorité. Les valeurs avant tout dans les choix de vie et de couple. Lien fort entre sentiments familiaux et vision amoureuse à l'âge adulte. La famille comme modèle d'harmonie à reproduire avec discernement.",,,,,,,
maitre_fdc,trigone/sextile,mars,3,"Famille active et dynamique : parents travaillant beaucoup, sportifs. Partage d'activités et de vacances familiales comme héritage positif. Frère (Mars) lié au foyer, bonne entente possible avec lui. Parent représenté (mère) : active, motivante, incitant à s'affirmer. Parent représenté (père) : dynamique, masculin, transmettant la motivation. Énergie et dynamisme transmis comme héritage de la famille. Envie que sa propre famille soit active et pleine de projets. La routine trop figée souvent peu appréciée.",,"Famille dynamique, active, pleine d'activités partagées. Énergie et dynamisme transmis comme héritage précieux. Parent représenté actif, motivant, incitant à agir et s'affirmer. Frère ou figure masculine en bonne entente dans la famille. Besoin que sa propre famille soit vivante et non routinière.","Parent représenté dynamique, vif, actif dans son rôle familial. Il/elle nous a aidé(e) à nous motiver et exprimer nos volontés. Bonne transmission du masculin si père représenté (pour les garçons). La famille incitait à exprimer ses envies et affirmer sa personnalité. Héritage d'une énergie familiale positive et mobilisatrice.","Parent représenté dynamique, vif, actif dans son rôle familial. Il/elle nous a aidé(e) à nous motiver et exprimer nos volontés. Bonne transmission du masculin si père représenté (pour les garçons). La famille incitait à exprimer ses envies et affirmer sa personnalité. Héritage d'une énergie familiale positive et mobilisatrice.",Maître FDC-Mars : l'énergie de la famille comme héritage de vie. Maintenir du dynamisme dans la famille que l'on construit. L'activité partagée comme ciment familial à cultiver. Gérer et bien utiliser son énergie héritée de la famille natale. La routine comme frein au bien-être familial à éviter.,,,,,,,
maitre_fdc,trigone/sextile,jupiter,3,"Belle image de la famille, assez idéalisée et admirée. Vision positive du foyer et de la place que l'on y avait. Moments de joie et d'épanouissement trouvés dans la famille. Parent représenté chaleureux, généreux, rayonnant et admiré. Il/elle aimait enseigner et transmettre des choses à l'enfant. Possible beau-parent ou tuteur/tutrice dans la bulle familiale. Socle de confiance en soi transmis par la famille. Parents incitant à la réussite avec bienveillance.",,"Image familiale positive et idéalisée sur certains aspects. Joie et épanouissement trouvés dans la cellule familiale d'origine. Parent représenté chaleureux, généreux, rayonnant et admiré. Socle de confiance en soi transmis par l'environnement familial. Incitation parentale à la réussite et à l'apprentissage.","Parent représenté généreux, chaleureux, dans une certaine réussite. Il/elle pouvait être positif, optimiste, ayant un certain rayonnement. Ce parent aimait enseigner, transmettre et guider l'enfant. Possible beau-parent ou adulte de référence enrichissant la famille. Héritage d'une vision positive et joyeuse de la vie familiale.","Parent représenté généreux, chaleureux, dans une certaine réussite. Il/elle pouvait être positif, optimiste, ayant un certain rayonnement. Ce parent aimait enseigner, transmettre et guider l'enfant. Possible beau-parent ou adulte de référence enrichissant la famille. Héritage d'une vision positive et joyeuse de la vie familiale.",Maître FDC-Jupiter : la famille comme socle de confiance en soi. Le bien-être ressenti chez soi comme ressource de vie quotidienne. Admirer certaines zones familiales pour les reproduire à bon escient. La transmission et l'enseignement familial comme héritage précieux. Construire une famille à son image en conservant les valeurs positives.,,,,,,,
maitre_fdc,trigone/sextile,saturne,3,"La famille d'origine a transmis des bases, des racines et de la sécurité. Socle de confiance et d'assurance reçu de l'environnement familial. Repères, stabilité, morale, structure, rôles clairs. Parent représenté structurant, rassurant, donnant des repères. Grand-parent possible ayant été un repère important. Bonne entente entre les parents sur certains plans. Vision parfois un peu traditionnelle de la famille. Volonté de construire une famille solide et durable.",,"Bases solides, repères clairs et sécurité transmis par la famille. Parent représenté structurant, stable et donnant des valeurs. Possible grand-parent ayant joué un rôle de repère important. Héritage d'une morale et de normes familiales intégrées. Vision d'une famille solide et durable comme idéal à construire.","Parent représenté sérieux, structurant, stable dans son rôle. Il/elle assumait son rôle avec rigueur, donnant des repères. Bonne entente possible entre les parents sur les règles et valeurs. Héritage d'une famille donnant de la sécurité matérielle et affective. Grand-parent possible ayant enrichi la structure familiale.","Parent représenté sérieux, structurant, stable dans son rôle. Il/elle assumait son rôle avec rigueur, donnant des repères. Bonne entente possible entre les parents sur les règles et valeurs. Héritage d'une famille donnant de la sécurité matérielle et affective. Grand-parent possible ayant enrichi la structure familiale.",Maître FDC-Saturne : la sécurité familiale comme socle de vie. Auto-discipline et maîtrise facilitées par les bases reçues. Volonté de transmettre des valeurs et une morale à ses propres enfants. Vision du couple et de la famille comme structure solide et durable. Aspect qui prend de la force dans les projets familiaux à long terme.,,,,,,,
maitre_fdc,trigone/sextile,uranus,3,"Famille originale, différente des autres familles. Fonctionnement atypique, parfois en décalage par rapport aux normes. Valeurs d'indépendance et de liberté transmises par la famille. Famille intellectuelle, sociable, ouverte aux autres et au monde. Possibles déménagements vécus comme ouverture d'esprit. Père ou mère représenté : libre, indépendant, ouvert sur le monde. Image parentale d'une personne avec une vie propre en dehors de la famille. Envie de recréer une famille avec ses propres codes de liberté.",,"Famille originale, différente et non conventionnelle dans son fonctionnement. Valeurs d'indépendance et de liberté transmises dès l'enfance. Famille intellectuelle et ouverte sur le monde et les autres. Parent représenté libre, indépendant, ayant une vie propre hors famille. Déménagements éventuels vécus comme ouverture et non trauma.","Parent représenté libre, indépendant et ouvert sur le monde. Il/elle avait une vie professionnelle et extérieure à la famille assumée. Héritage d'une image familiale hors des normes traditionnelles. Liberté de chacun préservée dans le foyer familial d'origine. Famille transmettant des valeurs politiques, sociales ou progressistes.","Parent représenté libre, indépendant et ouvert sur le monde. Il/elle avait une vie professionnelle et extérieure à la famille assumée. Héritage d'une image familiale hors des normes traditionnelles. Liberté de chacun préservée dans le foyer familial d'origine. Famille transmettant des valeurs politiques, sociales ou progressistes.","Maître FDC-Uranus : la liberté comme héritage et identité familiale. Créer sa propre famille avec des codes libres et autonomes. Conserver son indépendance affective même dans la vie de famille. Recréer un foyer ouvert, intellectuel et non conventionnel. La liberté dans le foyer comme condition du bien-être familial.",,,,,,,
maitre_fdc,trigone/sextile,neptune,3,"Lien fort avec la famille, amour important. Possible difficulté à couper le cordon mais sans aspect néfaste. Envie de recréer ce cocon familial à l'âge adulte. Possible idéalisation du foyer et de la famille. Transmission d'une certaine affection malgré d'éventuelles difficultés. Possible famille d'artistes ou vivant en marge des codes. Parents tournés vers des métiers d'aide ou de soin. Parent représenté sensible, empathique, compatissant et aidant. Besoin de créer un environnement réconfortant et doux.",,"Lien d'amour fort avec la famille d'origine, difficile à couper. Idéalisation partielle du foyer comme espace d'amour et de refuge. Famille ayant transmis une dimension affective et sensible profonde. Parent représenté sensible, compatissant et dans la douceur. Besoin de recréer un cocon doux, fusionnel et aimant à l'âge adulte.","Parent représenté sensible, empathique et dans la compassion. Il/elle avait un côté aidant et sauveuse/sauveur naturel. Possible famille d'artistes ou vivant différemment des normes. Héritage d'un amour maternel/paternel fusionnel et bienveillant. Famille ayant transmis la valeur de l'affection comme pilier de vie.","Parent représenté sensible, empathique et dans la compassion. Il/elle avait un côté aidant et sauveuse/sauveur naturel. Possible famille d'artistes ou vivant différemment des normes. Héritage d'un amour maternel/paternel fusionnel et bienveillant. Famille ayant transmis la valeur de l'affection comme pilier de vie.","Maître FDC-Neptune : le foyer comme espace d'amour et de rêve. Besoin de recréer un environnement doux, affectueux et réconfortant. Lien fort avec ses proches comme nourriture émotionnelle fondamentale. Trouver un partenaire comprenant et respectant ce besoin fusionnel. Dimension fusionnelle familiale à préserver sans enfermement.",,,,,,,
maitre_fdc,trigone/sextile,pluton,4,"Foyer complexe, avec des secrets, un jardin caché et une grande profondeur. Parents intéressés par l'astrologie, l'ésotérisme ou la psychologie. Valeurs d'intelligence et de remise en question inculquées depuis l'enfance. Famille rejetant la superficialité, valorisant la profondeur d'âme. Parent représenté profond, percutant, analytique, combatif. Héritage d'une intimité familiale maintenue secrète et exclusive. Besoin d'un partenaire profond pour enrichir le quotidien. Vie intime comme jardin secret à préserver.",,"Foyer familial profond, complexe, avec des secrets assumés. Valeurs de profondeur, remise en question et intelligence transmises. Parent représenté profond, percutant, combatif et analytique. Héritage d'une intimité familiale gardée secrète et exclusive. Rejet naturel de la superficialité dans toutes les relations.","Parent représenté profond, intelligent et percutant dans ses analyses. Il/elle ne se laissait pas faire et avait des convictions solides. Possible intérêt familial pour l'astrologie, la psychologie ou l'ésotérisme. Famille questionnant l'existence et les mystères de la vie. Héritage d'une vision du monde profonde et non conformiste.","Parent représenté profond, intelligent et percutant dans ses analyses. Il/elle ne se laissait pas faire et avait des convictions solides. Possible intérêt familial pour l'astrologie, la psychologie ou l'ésotérisme. Famille questionnant l'existence et les mystères de la vie. Héritage d'une vision du monde profonde et non conformiste.",Maître FDC-Pluton : la profondeur comme héritage de vie. Maintenir un jardin secret dans la vie intime comme besoin fondamental. Besoin d'un partenaire profond pour enrichir la recherche existentielle. Relations superficielles insupportables : sélection naturelle dans les liens. Partage ésotérique et psychologique comme enrichissement du foyer.,,,,,,,
maitre_mdc,trigone/sextile,soleil,4,"Apporte réussite, chance et forte croissance personnelle dans la vocation. Combat pour ses objectifs de vie et son épanouissement. Besoin d'aller dans une voie où on se sent reconnu et créatif. Attentes élevées en terme de réussite, soutenues par cet aspect. Valeurs et idéaux présents dans le métier comme condition de bonheur. Peut être amené(e) à diriger des équipes et des projets. Parent représenté chaleureux, généreux, reconnaissant nos valeurs. Mieux on se connaît (Soleil), plus on choisit une voie épanouissante.",Réussite et épanouissement professionnel comme aspiration centrale. Combat pour ses objectifs avec foi et conviction en sa valeur. Besoin de reconnaissance dans un secteur créatif ou lumineux. Valeurs et idéaux comme conditions sine qua non du bonheur au travail. Capacité à diriger des équipes et des projets importants.,"Parent représenté chaleureux, généreux, lumineux et valorisant. Il/elle nous a reconnu(e) et aidé(e) à développer confiance et fierté. Deux planètes associées au père en harmonie : image cohérente et positive. Bonne entente des parents sur la valorisation de l'enfant. Héritage d'une confiance en sa propre valeur transmise par la famille.","Parent représenté chaleureux, généreux, lumineux et valorisant. Il/elle nous a reconnu(e) et aidé(e) à développer confiance et fierté. Deux planètes associées au père en harmonie : image cohérente et positive. Bonne entente des parents sur la valorisation de l'enfant. Héritage d'une confiance en sa propre valeur transmise par la famille.","Parent représenté chaleureux, généreux, lumineux et valorisant. Il/elle nous a reconnu(e) et aidé(e) à développer confiance et fierté. Deux planètes associées au père en harmonie : image cohérente et positive. Bonne entente des parents sur la valorisation de l'enfant. Héritage d'une confiance en sa propre valeur transmise par la famille.",Maître MDC-Soleil : se connaître pour choisir la vocation épanouissante. La confiance en soi comme moteur de la réussite professionnelle. Vocation dans un domaine où on est reconnu et peut se développer. Cet aspect aide à croire en soi même si difficultés de confiance ailleurs. Incarner ses valeurs dans son métier comme condition du bonheur.,,,,,,,
maitre_mdc,trigone/sextile,lune,3,"Les émotions priment dans les choix de vie et de carrière. Besoin de suivre intuitions et ressentis pour les décisions professionnelles. Facilité à créer un lien émotionnel avec les gens, favorisant la popularité. Intuition fine en matière de psychologie, précieuse professionnellement. Possible aspiration à un métier lié aux émotions, à l'aide ou au réconfort. Parent représenté (père) ayant une douceur et une écoute maternelle. Parent représenté (mère) maternant, doux, empathique dans son rôle.","Les émotions comme boussole des choix de vie et de carrière. Intuition fine en psychologie, précieuse dans la vie professionnelle. Facilité à créer des liens émotionnels, favorisant une certaine popularité. Besoin d'un environnement de travail doux et réconfortant. Aspiration possible à aider, réconforter et écouter les autres.","Parent représenté (père) doux, maternant, à l'écoute des émotions. Parent représenté (mère) maternante, empathique et rassurante. Bonne entente entre les parents sur les aspects émotionnels et relationnels. Parent aidant à comprendre et exprimer ses ressentis depuis l'enfance. Héritage d'une écoute affective valorisée dans la famille.","Parent représenté (père) doux, maternant, à l'écoute des émotions. Parent représenté (mère) maternante, empathique et rassurante. Bonne entente entre les parents sur les aspects émotionnels et relationnels. Parent aidant à comprendre et exprimer ses ressentis depuis l'enfance. Héritage d'une écoute affective valorisée dans la famille.","Parent représenté (père) doux, maternant, à l'écoute des émotions. Parent représenté (mère) maternante, empathique et rassurante. Bonne entente entre les parents sur les aspects émotionnels et relationnels. Parent aidant à comprendre et exprimer ses ressentis depuis l'enfance. Héritage d'une écoute affective valorisée dans la famille.","Maître MDC-Lune : les intuitions comme guide de la vocation. Écouter ses ressentis pour orienter les choix de carrière. Possible désir de travailler depuis chez soi ou dans un cadre intime. Métiers d'aide, de thérapie, de réconfort comme voies épanouissantes. La popularité émotionnelle comme atout professionnel à cultiver.",,,,,,,
maitre_mdc,trigone/sextile,mercure,3,"Vocation présente dès l'enfance. Métiers de communication, de parole et de relation valorisés. Sphère sociale importante pour l'avancement professionnel. Résout souvent les problèmes par la communication. Certain sociabilité et facilité sociale dans le travail. Mercure peut représenter un membre de la fratrie en lien avec un parent. Parent représenté (père) : vif, intelligent, complice avec l'enfant. Parent représenté (mère) : intelligente, vive, drôle, avec une belle complicité. Qualités orales et verbales comme leviers professionnels.","Vocation ressentie tôt, souvent liée à la communication. Métiers de parole, d'échange, de psychologie ou d'enseignement naturels. La sphère sociale comme accélérateur de l'avancement professionnel. Résolution des problèmes professionnels par la communication fluide. Apprentissage permanent comme condition du maintien de l'intérêt.","Vocation présente dès l'enfance selon l'aspect. Parent représenté intelligent, vif, drôle et avec une belle complicité. Lien positif entre l'enfant et ce parent autour de l'échange. Fratrie ou membre de la fratrie en lien positif avec ce parent. Héritage d'un goût pour l'échange, la parole et l'apprentissage.","Vocation présente dès l'enfance selon l'aspect. Parent représenté intelligent, vif, drôle et avec une belle complicité. Lien positif entre l'enfant et ce parent autour de l'échange. Fratrie ou membre de la fratrie en lien positif avec ce parent. Héritage d'un goût pour l'échange, la parole et l'apprentissage.","Vocation présente dès l'enfance selon l'aspect. Parent représenté intelligent, vif, drôle et avec une belle complicité. Lien positif entre l'enfant et ce parent autour de l'échange. Fratrie ou membre de la fratrie en lien positif avec ce parent. Héritage d'un goût pour l'échange, la parole et l'apprentissage.","Maître MDC-Mercure : les mots et les échanges comme vocation. Développer les compétences orales, verbales et écrites comme priorité. Besoin d'apprendre toute sa vie pour maintenir l'intérêt dans son métier. Milieu de travail léger, agréable et intellectuellement stimulant nécessaire. La communication comme outil de réussite professionnelle et relationnelle.",,,,,,,
