BLOC,POLARITÉ,PLANÈTE,TYPE_DONNÉE,VALEUR,INTERPRÉTATION,MOTS_CLÉS,SOURCE,VALIDATION,DATE_MAJ,
Style,"Femme, Homme",Ascendant,Signe,Balance,"Tu abordes la séduction comme un art de l'harmonie et de la réciprocité. Ton charme naturel et ton sens de l'esthétique créent une atmosphère élégante et équilibrée. Tu cherches le bon tempo, les bons mots, la bonne distance. Cette approche diplomate peut parfois hésiter, mais elle met l'autre à l'aise et respecte son rythme.",,,,,
Style,"Femme, Homme",Ascendant,Signe,Scorpion,"Tu séduis par ton intensité magnétique et ton regard qui pénètre. Pas de superficialité : tu cherches immédiatement la profondeur, la vérité émotionnelle. Cette approche puissante peut intimider, mais elle crée aussi une connexion électrique où l'autre se sent complètement capturé par ton attention brûlante.",,,,,
Style,"Femme, Homme",Ascendant,Signe,Sagittaire,"Tu abordes la séduction avec enthousiasme et franchise. Pas de stratégie compliquée : tu partages ta joie de vivre, ton humour direct, ton envie d'aventure. Cette approche spontanée et honnête créé une atmosphère de liberté où l'autre se sent invité à s'amuser plutôt qu'à performer.",,,,,
Style,"Femme, Homme",Ascendant,Signe,Capricorne,"Tu séduis par ton sérieux élégant et ta présence structurée. Pas de fioritures ni de fausses promesses : tu montres qui tu es à travers ta maturité et ton intégrité. Cette approche sobre peut sembler réservée, mais elle inspire respect et confiance. Tu construis quelque chose de solide dès le premier contact.",,,,,
Style,"Femme, Homme",Ascendant,Signe,Verseau,"Tu charmes par ton originalité et ta capacité à surprendre. Ton approche intellectuelle et décalée crée une dynamique unique où l'autre découvre quelqu'un qui ne rentre dans aucune case. Cette liberté assumée peut désarçonner, mais elle attire ceux qui cherchent l'authenticité plutôt que la conformité.",,,,,
Style,"Femme, Homme",Ascendant,Signe,Poissons,"Tu abordes la séduction avec une douceur rêveuse et une empathie fusionnelle. Ton intuition te permet de t'adapter à l'énergie de l'autre et de créer une bulle émotionnelle. Cette approche fluide et réceptive peut sembler insaisissable, mais elle crée une intimité poétique où l'autre se sent compris sans avoir à s'expliquer.",,,,,
Partenaire,Homme,Vénus,Maison,1,"Tu es attiré par une femme charismatique qui s'assume pleinement. Son assurance, sa présence physique affirmée et son authenticité te séduisent. Tu veux une partenaire qui brille par elle-même, qui n'a pas peur de prendre de la place et qui dégage cette énergie magnétique qui fait tourner les têtes.",,,,,
Partenaire,Homme,Vénus,Maison,2,"Tu es attiré par une femme stable, sensuelle et ancrée dans la matière. Sa capacité à créer de la sécurité, son rapport sain à l'argent et sa sensorialité te rassurent. Tu cherches une partenaire fiable qui valorise le concret, le confort et qui sait profiter des plaisirs simples de la vie.",,,,,
Partenaire,Homme,Vénus,Maison,3,"Tu es attiré par une femme intelligente, curieuse et communicative. Sa vivacité d'esprit, son humour et sa capacité à converser sur mille sujets te fascinent. Tu veux une partenaire avec qui l'échange intellectuel est aussi important que l'attraction physique, quelqu'un qui stimule ton mental.",,,,,
Partenaire,Homme,Vénus,Maison,4,"Tu es attiré par une femme maternelle, douce et émotionnellement disponible. Sa capacité à créer un foyer, son intimité affective et sa vulnérabilité te touchent. Tu cherches une partenaire qui comprend l'importance de la famille, qui sait nourrir émotionnellement et créer un cocon sécurisant.",,,,,
Partenaire,Homme,Vénus,Maison,5,"Tu es attiré par une femme rayonnante, créative et spontanée. Son côté enfantin, sa joie de vivre et sa capacité à s'amuser t'excitent. Tu veux une partenaire qui sait jouer, créer, célébrer la vie. L'attraction est forte, ludique, presque théâtrale. Tu cherches le plaisir et la passion.",,,,,
Partenaire,Homme,Vénus,Maison,6,"Tu es attiré par une femme utile, organisée et attentionnée au quotidien. Sa capacité à prendre soin, son pragmatisme et son dévouement te séduisent. Tu cherches une partenaire fiable dans la routine, qui valorise la santé, le service et les petits gestes qui tissent l'intimité jour après jour.",,,,,
Partenaire,Homme,Vénus,Maison,7,"Tu es attiré par une femme élégante, diplomate et relationnelle. Son sens de l'harmonie, sa grâce sociale et sa capacité à créer du lien te charment. Tu cherches une vraie partenaire d'égal à égal, quelqu'un qui comprend l'importance du couple et sait négocier l'équilibre relationnel.",,,,,
Partenaire,Homme,Vénus,Maison,8,"Tu es attiré par une femme intense, mystérieuse et sexuellement puissante. Sa profondeur psychologique, sa capacité à aller dans l'ombre et son magnétisme érotique te fascinent. Tu cherches une partenaire qui n'a pas peur de la transformation, de la fusion totale et des zones sombres de l'intimité.",,,,,
Partenaire,Homme,Vénus,Maison,9,"Tu es attiré par une femme aventurière, philosophe et expansive. Son ouverture d'esprit, sa soif d'ailleurs et sa vision optimiste de la vie t'inspirent. Tu cherches une partenaire qui élargit tes horizons, qui aime voyager, apprendre et qui donne du sens à l'existence par sa sagesse naturelle.",,,,,
Partenaire,Homme,Vénus,Maison,10,"Tu es attiré par une femme ambitieuse, accomplie et socialement reconnue. Son statut professionnel, sa maturité et sa capacité à réussir te séduisent. Tu peux rencontrer l'amour dans ton milieu professionnel. Tu cherches une partenaire qui assume sa réussite et qui comprend l'importance de la carrière.",,,,,
Partenaire,Homme,Vénus,Maison,11,"Tu es attiré par une femme libre, originale et socialement engagée. Son indépendance, sa différence et sa vision progressiste te fascinent. Tu cherches d'abord une amie, une complice intellectuelle. L'amour naît souvent dans ton cercle social ou autour de causes communes qui vous rassemblent.",,,,,
Partenaire,Homme,Vénus,Maison,12,"Tu es attiré par une femme mystique, sensible et un peu insaisissable. Sa dimension spirituelle, artistique ou soignante te touche. Tu cherches une partenaire qui comprend l'invisible, qui sait être seule et qui accepte que l'amour soit parfois secret, complexe ou karmiquement chargé.",,,,,
Partenaire,Femme,Mars,Maison,1,"Tu es attirée par un homme affirmé, physiquement présent et qui dégage une énergie conquérante. Son assurance corporelle, son initiative et sa capacité à s'imposer te séduisent. Tu veux un partenaire qui prend sa place sans s'excuser, qui a du caractère et qui n'a pas peur du conflit.",,,,,
Partenaire,Femme,Mars,Maison,2,"Tu es attirée par un homme stable, sensuel et matériellement solide. Sa capacité à construire de la sécurité financière, son ancrage corporel et sa patience te rassurent. Tu cherches un partenaire fiable qui valorise le concret, qui sait gagner sa vie et qui prend son temps dans l'intimité physique.",,,,,
Partenaire,Femme,Mars,Maison,3,"Tu es attirée par un homme intelligent, vif et communicatif. Sa répartie, son humour mordant et sa curiosité intellectuelle te stimulent. Tu veux un partenaire avec qui la conversation est une forme de joute verbale excitante, quelqu'un qui sait manier les mots et défendre ses idées.",,,,,
Partenaire,Femme,Mars,Maison,4,"Tu es attirée par un homme protecteur, émotionnellement disponible et attaché à ses racines. Sa capacité à créer un foyer sûr, son intimité affective et sa vulnérabilité assumée te touchent. Tu cherches un partenaire qui comprend l'importance de la famille et qui se bat pour protéger les siens.",,,,,
Partenaire,Femme,Mars,Maison,5,"Tu es attirée par un homme charismatique, créatif et passionné. Son énergie solaire, sa spontanéité et sa capacité à vivre intensément t'excitent. Tu veux un partenaire qui sait séduire, jouer, prendre des risques. L'attraction est puissante, théâtrale et centrée sur le plaisir et la romance.",,,,,
Partenaire,Femme,Mars,Maison,6,"Tu es attirée par un homme travailleur, précis et dévoué au quotidien. Son efficacité, son sens du service et sa capacité à gérer le concret te séduisent. Tu cherches un partenaire fiable dans la routine, qui valorise l'effort et qui se montre présent dans les petits gestes pratiques du quotidien.",,,,,
Partenaire,Femme,Mars,Maison,7,"Tu es attirée par un homme élégant, diplomate et relationnel. Son sens de l'équilibre, sa capacité à négocier et son charme social te plaisent. Tu cherches un vrai partenaire qui comprend la danse relationnelle, qui sait défendre le couple et qui valorise l'harmonie sans éviter les confrontations nécessaires.",,,,,
Partenaire,Femme,Mars,Maison,8,"Tu es attirée par un homme intense, magnétique et sexuellement puissant. Sa profondeur psychologique, son courage face à l'ombre et son énergie transformatrice te fascinent. Tu cherches un partenaire qui n'a pas peur de la fusion totale, de l'intimité crue et qui sait naviguer dans les zones sombres du désir.",,,,,
Partenaire,Femme,Mars,Maison,9,"Tu es attirée par un homme aventurier, philosophe et expansif. Son ouverture d'esprit, son courage exploratoire et sa vision optimiste t'inspirent. Tu veux un partenaire qui élargit tes horizons, qui n'a pas peur de l'inconnu et qui défend ses convictions avec passion et enthousiasme.",,,,,
Partenaire,Femme,Mars,Maison,10,"Tu es attirée par un homme ambitieux, accompli et socialement reconnu. Son autorité naturelle, sa réussite professionnelle et sa maturité te séduisent. Tu rencontres souvent l'amour dans ton milieu professionnel. Tu cherches un partenaire qui assume son pouvoir et qui comprend l'importance du statut.",,,,,
Partenaire,Femme,Mars,Maison,11,"Tu es attirée par un homme libre, original et socialement engagé. Son indépendance, sa différence et sa capacité à se battre pour une cause te fascinent. Tu cherches d'abord un ami, un complice. L'attraction naît souvent dans ton cercle social ou autour de projets collectifs qui vous rassemblent.",,,,,
Partenaire,Femme,Mars,Maison,12,"Tu es attirée par un homme mystérieux, sensible et un peu insaisissable. Sa dimension spirituelle, artistique ou son énergie de sauveur te touche. Tu cherches un partenaire qui comprend l'invisible, qui accepte la solitude et qui se bat pour des causes cachées ou pour ceux qui souffrent en silence.",,,,,
Partenaire,Homme,Lune,Maison,1,"Tu as besoin d'une femme qui te reflète, qui valide ton identité et qui s'adapte instinctivement à ton énergie. Sa capacité à te voir vraiment et à répondre émotionnellement à tes besoins immédiats te nourrit. Tu cherches une partenaire qui soit un miroir empathique de ton monde intérieur.",,,,,
Partenaire,Homme,Lune,Maison,2,"Tu as besoin d'une femme qui crée de la sécurité matérielle et sensorielle. Sa capacité à construire du confort, à toucher, nourrir et ancrer te rassure. Tu cherches une partenaire qui valorise la stabilité financière et qui sait créer un cocon physique apaisant où tu peux te ressourcer.",,,,,
Partenaire,Homme,Lune,Maison,3,"Tu as besoin d'une femme communicative, curieuse et mentalement stimulante. Sa capacité à échanger, à te comprendre verbalement et à créer de la légèreté te nourrit. Tu cherches une partenaire avec qui les conversations intimes sont fluides, quotidiennes et qui comprend que pour toi, parler c'est aimer.",,,,,
Partenaire,Homme,Lune,Maison,4,"Tu as besoin d'une femme maternelle, protectrice et profondément ancrée dans l'intimité familiale. Sa capacité à créer un foyer émotionnel sûr, à comprendre tes racines et à nourrir ton enfant intérieur te comble. Tu cherches une partenaire qui incarne le sanctuaire affectif dont tu as besoin.",,,,,
Partenaire,Homme,Lune,Maison,5,"Tu as besoin d'une femme joyeuse, créative et qui célèbre la vie avec spontanéité. Sa capacité à jouer, à te faire rire et à t'admirer te nourrit. Tu cherches une partenaire qui ravive ton enfant intérieur, qui valorise le plaisir et qui sait créer des moments de romance théâtrale et passionnée.",,,,,
Partenaire,Homme,Lune,Maison,6,"Tu as besoin d'une femme attentionnée, serviable et présente dans le quotidien concret. Sa capacité à prendre soin de toi dans les détails, à organiser la routine et à te soutenir dans ta santé te rassure. Tu cherches une partenaire qui montre son amour par les gestes pratiques et le dévouement.",,,,,
Partenaire,Homme,Lune,Maison,7,"Tu as besoin d'une femme équilibrée, diplomatique et profondément engagée dans le couple. Sa capacité à créer de l'harmonie relationnelle, à te compléter et à négocier les besoins mutuels te nourrit. Tu cherches une vraie partenaire qui comprend que le couple est ton terrain de sécurité émotionnelle.",,,,,
Partenaire,Homme,Lune,Maison,8,"Tu as besoin d'une femme intense, capable de fusion émotionnelle profonde et qui n'a pas peur de ton ombre. Sa capacité à transformer, à partager l'intimité totale et à t'accompagner dans les crises te nourrit. Tu cherches une partenaire qui comprend que la vulnérabilité extrême est ta forme d'amour.",,,,,
Partenaire,Homme,Lune,Maison,9,"Tu as besoin d'une femme optimiste, expansive et qui élargit ta vision du monde. Sa capacité à t'inspirer, à partager des aventures philosophiques et à nourrir ton besoin de sens te comble. Tu cherches une partenaire qui comprend que ta sécurité émotionnelle passe par la liberté et l'exploration.",,,,,
Partenaire,Homme,Lune,Maison,10,"Tu as besoin d'une femme mature, structurée et socialement reconnue. Sa capacité à t'ancrer, à comprendre tes ambitions et à te soutenir dans ta carrière te rassure. Tu cherches une partenaire qui incarne l'autorité bienveillante et qui valorise la construction d'un statut commun respectable.",,,,,
Partenaire,Homme,Lune,Maison,11,"Tu as besoin d'une femme libre, originale et qui respecte ton indépendance émotionnelle. Sa capacité à être d'abord une amie, à partager tes idéaux et à ne pas t'étouffer te nourrit. Tu cherches une partenaire qui comprend que ta sécurité passe par la distance juste et l'appartenance à un collectif.",,,,,
Partenaire,Homme,Lune,Maison,12,"Tu as besoin d'une femme sensible, intuitive et qui comprend ton besoin de solitude. Sa capacité à t'accompagner dans l'invisible, à respecter ton retrait et à créer un espace méditatif te nourrit. Tu cherches une partenaire qui accepte que ton monde émotionnel soit parfois secret, mystique ou karmiquement complexe.",,,,,
Partenaire,Femme,Soleil,Maison,1,"Tu as besoin d'un homme qui te voit, te valide et te reflète dans ta puissance. Sa capacité à reconnaître ton identité sans te diminuer te fait briller. Tu cherches un partenaire qui admire qui tu es fondamentalement et qui te donne l'espace d'exister pleinement sans avoir à te conformer.",,,,,
Partenaire,Femme,Soleil,Maison,2,"Tu as besoin d'un homme qui valorise ton sens pratique et te donne une sécurité matérielle. Sa capacité à construire du concret avec toi, à apprécier ta sensualité et à te faire sentir précieuse te fait rayonner. Tu cherches un partenaire qui comprend que ton estime passe par la stabilité et l'abondance.",,,,,
Partenaire,Femme,Soleil,Maison,3,"Tu as besoin d'un homme qui stimule ton intelligence et valorise ta communication. Sa capacité à échanger d'égal à égal, à t'écouter vraiment et à nourrir ta curiosité te fait briller. Tu cherches un partenaire qui comprend que ton rayonnement passe par l'expression de tes idées et la reconnaissance de ton mental vif.",,,,,
Partenaire,Femme,Soleil,Maison,4,"Tu as besoin d'un homme qui crée un foyer sûr et qui valorise ton intimité émotionnelle. Sa capacité à te protéger, à respecter tes racines et à te permettre d'être vulnérable te fait rayonner. Tu cherches un partenaire qui comprend que ton pouvoir vient de ta profondeur affective et de ton ancrage familial.",,,,,
Partenaire,Femme,Soleil,Maison,5,"Tu as besoin d'un homme qui t'admire, te célèbre et te laisse créer librement. Sa capacité à valoriser ton expression artistique, ta joie de vivre et ton côté théâtral te fait briller. Tu cherches un partenaire qui comprend que tu es une star dans ta propre vie et qui ne te met pas dans l'ombre.",,,,,
Partenaire,Femme,Soleil,Maison,6,"Tu as besoin d'un homme qui reconnaît ton utilité et valorise ton travail quotidien. Sa capacité à apprécier ton dévouement, ton efficacité et ton souci du détail te fait rayonner. Tu cherches un partenaire qui comprend que ton pouvoir vient de ta capacité à être utile et à perfectionner les choses.",,,,,
Partenaire,Femme,Soleil,Maison,7,"Tu as besoin d'un homme qui te traite en égale et qui valorise le couple comme entité. Sa capacité à partager le pouvoir, à négocier l'équilibre et à te voir comme une vraie partenaire te fait briller. Tu cherches quelqu'un qui comprend que ton identité se construit dans la relation et l'équilibre mutuel.",,,,,
Partenaire,Femme,Soleil,Maison,8,"Tu as besoin d'un homme qui respecte ta puissance transformatrice et n'a pas peur de ton intensité. Sa capacité à fusionner, à partager le pouvoir financier/sexuel et à t'accompagner dans les crises te fait rayonner. Tu cherches un partenaire qui comprend que ton identité se forge dans la profondeur et la transformation.",,,,,
Partenaire,Femme,Soleil,Maison,9,"Tu as besoin d'un homme qui élargit tes horizons et valorise ta sagesse naturelle. Sa capacité à voyager avec toi, à respecter tes convictions et à nourrir ta soif de sens te fait briller. Tu cherches un partenaire qui comprend que ton rayonnement vient de ta vision expansive et de ta quête philosophique.",,,,,
Partenaire,Femme,Soleil,Maison,10,"Tu as besoin d'un homme qui soutient tes ambitions et respecte ta carrière. Sa capacité à valoriser ta réussite professionnelle, ton statut et ta maturité te fait rayonner. Tu cherches un partenaire qui comprend que ton identité se construit dans l'accomplissement public et qui ne se sent pas menacé par ton succès.",,,,,
Partenaire,Femme,Soleil,Maison,11,"Tu as besoin d'un homme qui respecte ta liberté et valorise ton unicité. Sa capacité à être d'abord un ami, à soutenir tes idéaux et à te laisser être différente te fait briller. Tu cherches un partenaire qui comprend que ton rayonnement vient de ton originalité et de ton engagement social progressiste.",,,,,
Partenaire,Femme,Soleil,Maison,12,"Tu as besoin d'un homme qui comprend ton besoin de solitude et valorise ta sensibilité spirituelle. Sa capacité à respecter ton retrait, à honorer ta dimension mystique et à te permettre d'être secrète te fait rayonner. Tu cherches un partenaire qui accepte que ton identité soit parfois floue, invisible ou karmiquement complexe.",,,,,
Style ,"Homme, Femme",Chiron,Maison,1,"Tu aimes en ayant peur de ne pas être assez. Ta blessure identitaire te pousse à sur-compenser dans tes relations : tu donnes trop, tu t'effaces, tu te transformes pour plaire. En amour, tu as du mal à croire que tu peux être aimé pour qui tu es vraiment. Cette vulnérabilité chronique crée soit une dépendance affective soit une fermeture défensive. Tu guéris en acceptant que ta 'faille' visible est précisément ce qui rend ton amour authentique et profond.",,,,,
Style ,"Homme, Femme",Chiron,Maison,1,"Tu aimes en doutant de ta valeur. Ta blessure de légitimité te fait croire que tu dois acheter l'amour par ce que tu apportes matériellement ou physiquement. En relation, tu sur-donnes financièrement, tu t'épuises à prouver que tu vaux la peine d'être gardé. Tu confonds amour et transaction. Cette insécurité crée soit une générosité compulsive soit une rétention avare par peur de manquer. Tu guéris en comprenant que ta valeur n'a rien à voir avec ce que tu possèdes ou offres.",,,,,
